Trip ID,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type
115934,12/5/2013 8:01,Civic Center BART (7th at Market),72,12/5/2013 8:16,Embarcadero at Sansome,60,391,Subscriber
115936,12/5/2013 8:03,Palo Alto Caltrain Station,34,12/5/2013 8:18,California Ave Caltrain Station,36,716,Subscriber
115937,12/5/2013 8:03,Temporary Transbay Terminal (Howard at Beale),55,12/5/2013 8:07,Harry Bridges Plaza (Ferry Building),50,427,Subscriber
115939,12/5/2013 8:04,5th at Howard,57,12/5/2013 8:16,Embarcadero at Bryant,54,466,Subscriber
115940,12/5/2013 8:04,Market at 10th,67,12/5/2013 8:14,Mechanics Plaza (Market at Battery),75,454,Subscriber
115941,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:18,Golden Gate at Polk,59,372,Subscriber
115942,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:10,2nd at Folsom,62,409,Subscriber
115943,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:19,Embarcadero at Folsom,51,407,Subscriber
115944,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:17,Harry Bridges Plaza (Ferry Building),50,394,Subscriber
115945,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:17,Yerba Buena Center of the Arts (3rd @ Howard),68,286,Subscriber
115946,12/5/2013 8:04,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:17,Davis at Jackson,42,560,Subscriber
115948,12/5/2013 8:05,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:14,Howard at 2nd,63,362,Subscriber
115949,12/5/2013 8:05,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:16,Market at Sansome,77,620,Subscriber
115950,12/5/2013 8:05,Harry Bridges Plaza (Ferry Building),50,12/5/2013 8:18,Townsend at 7th,65,335,Subscriber
115951,12/5/2013 8:05,Grant Avenue at Columbus Avenue,73,12/5/2013 8:10,Mechanics Plaza (Market at Battery),75,331,Subscriber
115952,12/5/2013 8:05,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:27,Embarcadero at Folsom,51,333,Subscriber
115953,12/5/2013 8:05,Grant Avenue at Columbus Avenue,73,12/5/2013 8:21,San Francisco Caltrain (Townsend at 4th),70,453,Subscriber
115954,12/5/2013 8:06,Clay at Battery,41,12/5/2013 8:20,Market at 10th,67,521,Subscriber
115955,12/5/2013 8:06,Harry Bridges Plaza (Ferry Building),50,12/5/2013 8:10,Market at Sansome,77,615,Subscriber
115958,12/5/2013 8:08,Mechanics Plaza (Market at Battery),75,12/5/2013 8:12,Market at 4th,76,278,Subscriber
115959,12/5/2013 8:08,2nd at Townsend,61,12/5/2013 8:13,Howard at 2nd,63,360,Subscriber
115960,12/5/2013 8:08,Grant Avenue at Columbus Avenue,73,12/5/2013 8:17,Embarcadero at Folsom,51,325,Subscriber
115961,12/5/2013 8:08,Harry Bridges Plaza (Ferry Building),50,12/5/2013 8:20,2nd at Townsend,61,366,Subscriber
115963,12/5/2013 8:10,Steuart at Market,74,12/5/2013 8:20,Embarcadero at Sansome,60,398,Subscriber
115964,12/5/2013 8:11,Grant Avenue at Columbus Avenue,73,12/5/2013 8:27,2nd at Townsend,61,558,Subscriber
115965,12/5/2013 8:12,Yerba Buena Center of the Arts (3rd @ Howard),68,12/5/2013 8:15,Powell Street BART,39,500,Subscriber
115966,12/5/2013 8:12,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:30,Market at Sansome,77,505,Subscriber
115967,12/5/2013 8:12,Beale at Market,56,12/5/2013 8:15,Temporary Transbay Terminal (Howard at Beale),55,276,Subscriber
115968,12/5/2013 8:12,Steuart at Market,74,12/5/2013 8:18,Embarcadero at Sansome,60,525,Subscriber
115969,12/5/2013 8:13,Steuart at Market,74,12/5/2013 8:18,Embarcadero at Vallejo,48,559,Subscriber
115971,12/5/2013 8:14,South Van Ness at Market,66,12/5/2013 8:24,Market at Sansome,77,517,Subscriber
115973,12/5/2013 8:16,San Jose Diridon Caltrain Station,2,12/5/2013 8:21,Santa Clara at Almaden,4,226,Subscriber
115974,12/5/2013 8:16,Grant Avenue at Columbus Avenue,73,12/5/2013 8:21,Washington at Kearney,46,515,Subscriber
115975,12/5/2013 8:16,San Jose Diridon Caltrain Station,2,12/5/2013 8:25,St James Park,13,25,Subscriber
115978,12/5/2013 8:18,Powell at Post (Union Square),71,12/5/2013 8:28,Embarcadero at Sansome,60,554,Subscriber
115983,12/5/2013 8:20,2nd at Folsom,62,12/5/2013 8:26,Steuart at Market,74,397,Subscriber
115984,12/5/2013 8:20,Grant Avenue at Columbus Avenue,73,12/5/2013 8:26,Post at Kearney,47,342,Subscriber
115986,12/5/2013 8:20,Embarcadero at Sansome,60,12/5/2013 8:26,Steuart at Market,74,398,Subscriber
115987,12/5/2013 8:20,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:32,Embarcadero at Folsom,51,490,Subscriber
115988,12/5/2013 8:20,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:32,Harry Bridges Plaza (Ferry Building),50,274,Subscriber
115989,12/5/2013 8:20,Market at Sansome,77,12/5/2013 8:23,Commercial at Montgomery,45,512,Subscriber
115990,12/5/2013 8:21,Market at Sansome,77,12/5/2013 8:27,2nd at South Park,64,395,Subscriber
115991,12/5/2013 8:21,Grant Avenue at Columbus Avenue,73,12/5/2013 8:38,San Francisco Caltrain (Townsend at 4th),70,436,Customer
115992,12/5/2013 8:22,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:31,Market at Sansome,77,404,Subscriber
115993,12/5/2013 8:22,Grant Avenue at Columbus Avenue,73,12/5/2013 8:38,San Francisco Caltrain (Townsend at 4th),70,322,Subscriber
115994,12/5/2013 8:23,Steuart at Market,74,12/5/2013 8:25,Embarcadero at Folsom,51,456,Subscriber
115995,12/5/2013 8:24,San Francisco Caltrain 2 (330 Townsend),69,12/5/2013 8:29,5th at Howard,57,576,Subscriber
115996,12/5/2013 8:22,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:31,Market at Sansome,77,526,Subscriber
115997,12/5/2013 8:22,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:31,Market at Sansome,77,453,Subscriber
115998,12/5/2013 8:22,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:32,Commercial at Montgomery,45,332,Subscriber
115999,12/5/2013 8:23,San Francisco Caltrain (Townsend at 4th),70,12/5/2013 8:39,Embarcadero at Folsom,51,457,Subscriber
116002,12/5/2013 8:27,Civic Center BART (7th at Market),72,12/5/2013 8:37,Clay at Battery,41,627,Subscriber
116006,12/5/2013 8:29,Harry Bridges Plaza (Ferry Building),50,12/5/2013 8:37,2nd at Townsend,61,427,Subscriber
116007,12/5/2013 8:29,Temporary Transbay Terminal (Howard at Beale),55,12/5/2013 8:43,Townsend at 7th,65,514,Subscriber
116008,12/5/2013 8:29,Powell at Post (Union Square),71,12/5/2013 8:35,5th at Howard,57,312,Subscriber
116009,12/5/2013 8:32,Temporary Transbay Terminal (Howard at Beale),55,12/5/2013 8:41,2nd at Townsend,61,537,Subscriber
116010,12/5/2013 8:33,2nd at Folsom,62,12/5/2013 8:40,San Francisco Caltrain (Townsend at 4th),70,409,Subscriber
