Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,landmark
12/15/2013,59.0,45.0,34.0,41,34,27,79,66,47,30.37,30.31,30.23,10,9,7,14,1,114.0,0,0,,356,Mountain View
12/16/2013,63.0,48.0,37.0,42,36,30,79,63,43,30.24,30.19,30.1,10,9,7,14,1,14.0,0,0,,65,Mountain View
12/17/2013,63.0,50.0,39.0,42,37,31,78,63,44,30.17,30.12,30.03,10,6,3,14,1,28.0,0,0,,346,Mountain View
12/18/2013,59.0,50.0,43.0,46,41,35,77,72,57,30.03,29.93,29.8,10,8,6,14,1,14.0,0,0,,324,Mountain View
12/19/2013,58.0,48.0,41.0,40,36,28,80,64,45,29.93,29.84,29.74,10,10,10,17,3,17.0,0,1,,287,Mountain View
12/20/2013,60.0,46.0,34.0,28,26,21,67,47,22,30.01,30.0,29.92,10,10,10,14,1,14.0,0,0,,340,Mountain View
12/21/2013,60.0,47.0,37.0,47,36,26,76,66,54,30.08,30.04,29.96,10,10,10,14,2,14.0,0,0,,358,Mountain View
12/22/2013,65.0,50.0,38.0,45,37,32,85,65,40,30.28,30.21,30.08,10,8,0,14,1,14.0,0,1,,316,Mountain View
12/23/2013,62.0,48.0,39.0,44,37,31,79,67,50,30.38,30.36,30.28,10,10,7,14,1,114.0,0,0,,329,Mountain View
12/24/2013,68.0,50.0,38.0,46,38,32,80,65,43,30.34,30.28,30.19,10,9,7,14,1,14.0,0,0,,292,Mountain View
12/25/2013,63.0,48.0,36.0,44,36,29,80,66,48,30.3,30.26,30.18,10,10,10,14,1,14.0,0,0,,314,Mountain View
12/26/2013,66.0,49.0,36.0,45,37,29,80,66,43,30.26,30.23,30.14,10,10,8,14,1,14.0,0,0,,335,Mountain View
12/27/2013,59.0,46.0,36.0,44,37,29,79,69,54,30.23,30.2,30.11,10,8,5,14,1,14.0,0,0,,350,Mountain View
12/28/2013,64.0,47.0,35.0,41,34,29,83,62,38,30.15,30.11,30.02,10,9,6,14,2,14.0,0,0,,331,Mountain View
12/29/2013,66.0,49.0,37.0,34,30,27,67,52,28,30.17,30.14,30.08,10,10,10,14,1,14.0,0,0,,299,Mountain View
12/30/2013,63.0,47.0,35.0,39,32,26,72,59,38,30.25,30.24,30.17,10,10,8,14,1,14.0,0,0,,343,Mountain View
12/31/2013,58.0,46.0,38.0,43,36,29,81,70,54,30.28,30.24,30.14,10,4,0,14,1,14.0,0,4,Fog,317,Mountain View
1/1/2014,59.0,46.0,34.0,44,36,28,80,69,53,30.22,30.19,30.11,10,8,6,14,2,14.0,0,0,,348,Mountain View
1/2/2014,64.0,48.0,37.0,43,36,30,81,64,41,30.17,30.13,30.04,10,10,8,14,1,14.0,0,0,,352,Mountain View
1/3/2014,62.0,49.0,39.0,43,37,31,76,65,44,30.07,30.03,29.95,10,10,8,14,1,14.0,0,0,,359,Mountain View
1/4/2014,64.0,49.0,39.0,46,36,28,84,63,40,30.08,30.04,29.97,10,10,7,14,1,14.0,0,0,,298,Mountain View
1/5/2014,64.0,47.0,34.0,39,31,24,68,55,37,30.21,30.17,30.07,10,10,10,14,2,28.0,0,0,,343,Mountain View
1/6/2014,60.0,48.0,38.0,42,36,29,74,64,48,30.29,30.23,30.15,10,10,9,14,1,14.0,0,0,,355,Mountain View
1/7/2014,61.0,50.0,43.0,46,40,35,76,68,52,30.22,30.19,30.12,10,9,6,14,1,14.0,0,2,,334,Mountain View
1/8/2014,59.0,52.0,45.0,49,45,38,84,77,71,30.23,30.22,30.15,10,8,2,14,2,14.0,0,3,,348,Mountain View
1/9/2014,60.0,50.0,44.0,50,42,38,86,76,58,30.27,30.25,30.18,10,9,2,14,2,114.0,0,3,,258,Mountain View
1/10/2014,63.0,49.0,40.0,50,41,34,86,74,57,30.31,30.26,30.17,10,10,8,14,1,14.0,0,2,,350,Mountain View
1/11/2014,59.0,49.0,43.0,50,42,37,86,77,69,30.29,30.24,30.15,10,10,8,20,1,20.0,0,3,,261,Mountain View
1/12/2014,59.0,48.0,41.0,45,39,34,84,71,53,30.4,30.34,30.27,10,10,9,15,3,15.0,0,2,,293,Mountain View
1/13/2014,67.0,51.0,41.0,43,36,32,76,59,38,30.46,30.41,30.34,10,10,10,14,6,14.0,0,0,,320,Mountain View
1/14/2014,71.0,54.0,41.0,38,33,29,71,49,25,30.45,30.39,30.31,10,10,10,14,6,28.0,0,0,,322,Mountain View
1/15/2014,70.0,52.0,40.0,41,34,29,69,51,33,30.34,30.28,30.19,10,10,8,28,4,28.0,0,0,,320,Mountain View
